"Name","ID","AdamOptimizer-args-lr","DualEncoderModel-audio_enc-conv_dropout","DualEncoderModel-audio_enc-conv_fine_tune_from","DualEncoderModel-audio_enc-fc_dropout","DualEncoderModel-audio_enc-fc_units","criteria-infonce_loss-args-temperature","DualEncoderModel-text_enc-fc_units","after_train_eval_obj","val_obj","eval_Txt2Audio_mAP","eval_Txt2Audio_R10","eval_Txt2Audio_R5","val_Txt2Audio_mAP","val_Txt2Audio_R10","val_Txt2Audio_R5","eval_Audio2Txt_mAP","eval_Audio2Txt_R10","eval_Audio2Txt_R5","val_Audio2Txt_mAP","val_Audio2Txt_R10","val_Audio2Txt_R5"
"northern-sweep-23","tggswlmz","0.0007229406584436931","0.2769618076662275","4","0.3006615480850091","656","0.08268586732627095","604","2.4648278239296704","2.360820672728799","0.22188668641300208","0.483444976076555","0.3444976076555024","0.21515159109895987","0.47789473684210526","0.33933014354066987","0.09287377534745976","0.18028708133971288","0.11157894736842151","0.08653793574846208","0.17358851674641143","0.1022009569377994"
"firm-sweep-58","vtfhv8pd","0.0007174084601139727","0.1458012696099126","3","0.3950375054053666","319","0.0872026043410995","507","2.4350076521315227","2.3687538161422266","0.22362132604237897","0.48229665071770333","0.34545454545454546","0.21786496544391296","0.4840191387559809","0.34258373205741627","0.0910462519936205","0.18430622009569375","0.1096650717703354","0.08911764259132687","0.17703349282296643","0.10507177033492862"
"hearty-sweep-61","rwf5pa9o","0.0006350750815326047","0.16485043227656684","4","0.25943170844756","693","0.08684754584907003","718","2.4229252832691843","2.369891961415609","0.23375955039112944","0.4983732057416268","0.3668899521531101","0.222908711171869","0.48","0.35368421052631577","0.10183337130705553","0.19444976076554987","0.12095693779904355","0.09412964228753708","0.1808612440191388","0.10966507177033533"
"lunar-sweep-20","wuuko2je","0.00047814524813022646","0.23976291631453137","3","0.14977880077724876","365","0.08826071099373752","448","2.4266596441952193","2.370206598079566","0.21953018910913727","0.4805741626794258","0.3448803827751196","0.21883428267638796","0.4845933014354067","0.34870813397129186","0.09696567175514548","0.18411483253588487","0.1119617224880388","0.09419488114224962","0.18009569377990434","0.1096650717703354"
"breezy-sweep-77","a1lnt8g1","0.0005560143530115132","0.21677913492121764","3","0.2392047333068494","264","0.09541854847178063","434","2.407305606254717","2.370887200037638","0.2284832535885171","0.4817224880382775","0.3559808612440191","0.218611984506722","0.4807655502392345","0.34545454545454546","0.09659588364851536","0.186985645933014","0.11425837320574216","0.092997721576669","0.18105263157894733","0.1102392344497613"
"unique-sweep-82","730fokwz","0.0006023480508023546","0.15225012444916297","3","0.25106093829826226","427","0.07160262138000223","331","2.4492628254541535","2.375817313338771","0.23257036530720784","0.4865071770334928","0.35617224880382775","0.21781240981240996","0.4866985645933014","0.3525358851674641","0.09738315485683911","0.19196172248803817","0.11712918660287136","0.09799377230956184","0.19023923444976068","0.11349282296650764"
"eager-sweep-93","dbe1q47x","0.0006897259297048463","0.20028348285992303","3","0.2332580245696856","421","0.06364712786392306","998","2.490780636486484","2.377477523052331","0.2251823498139287","0.490334928229665","0.35617224880382775","0.21788509151667065","0.48114832535885166","0.3456459330143541","0.09481013138907876","0.18870813397129163","0.11464114832535936","0.0869277739804057","0.18086124401913847","0.1071770334928234"
"scarlet-sweep-71","s19gtq4i","0.0008744878280622121","0.19661885577941668","4","0.21933280472308547","319","0.07892058467456727","533","2.422760867491001","2.3841423843846177","0.229793043214096","0.49148325358851674","0.3559808612440191","0.2213953823953826","0.4815311004784689","0.3496650717703349","0.09544254575833525","0.1902392344497607","0.11502392344497656","0.0921342750816436","0.1848803827751196","0.1094736842105268"
"jolly-sweep-49","358wa4eo","0.0006586343510583045","0.1960567511087915","6","0.3686796860009202","602","0.0932678190277942","633","2.473402452905004","2.3921476169065996","0.22076266423634827","0.4796172248803828","0.3364593301435407","0.21298663324979156","0.4723444976076555","0.3397129186602871","0.08463355358092205","0.17492822966507168","0.10315789473684264","0.0827633477633478","0.16861244019138755","0.0985645933014358"
"dry-sweep-64","qx6h812z","0.000800542521727246","0.16863472890621822","4","0.25178034960489876","747","0.07285512626169358","426","2.370850220686052","2.3943292769518765","0.222565048986102","0.4886124401913875","0.35483253588516744","0.2218070934913043","0.4803827751196173","0.3473684210526316","0.09150391129338514","0.1837320574162679","0.11272727272727331","0.08875423407002367","0.18124401913875593","0.10564593301435447"
"clear-sweep-63","lj2gsdqr","0.0006877324531363932","0.2567288457474308","3","0.3516145464347399","387","0.09223040279299737","381","2.3964418245524897","2.3992083686770815","0.22244482418166645","0.4788516746411483","0.3448803827751196","0.216207108680793","0.47291866028708135","0.3456459330143541","0.08990195184932041","0.17473684210526308","0.10430622009569422","0.08550262018683093","0.17224880382775118","0.1054545454545459"
"upbeat-sweep-75","6u2vemet","0.00038125187090820177","0.14383791158089765","2","0.2834069210224777","266","0.09860342428726104","400","2.396270512444217","2.403198744311477","0.2270296195033041","0.4842105263157895","0.3494736842105263","0.22155266955266967","0.4805741626794258","0.348133971291866","0.089368269157743","0.17645933014354048","0.10315789473684256","0.09333363712311092","0.18526315789473663","0.11272727272727324"
"glowing-sweep-16","l2k20ibq","0.0004343446164594816","0.2352168595507568","4","0.24537188304472105","395","0.07649713248447965","349","2.3984734575922895","2.404586748643355","0.22036758563074368","0.47942583732057414","0.33779904306220093","0.2142184248500041","0.47789473684210526","0.3402870813397129","0.09073038657249197","0.18373205741626797","0.10985645933014404","0.08848249411407316","0.17301435406698584","0.10660287081339764"
"serene-sweep-52","m7codm1i","0.0005700699746619544","0.17588304744657365","5","0.17739359513458003","1625","0.05040371871882163","392","2.441378780527086","2.407317714257674","0.22583580162527572","0.4912918660287081","0.35464114832535887","0.2201186299081036","0.4845933014354067","0.3475598086124402","0.09965246449456992","0.1867942583732057","0.12057416267942636","0.08969514695830484","0.1820095693779904","0.10985645933014394"
"golden-sweep-98","t95r46f5","0.0006756293309024373","0.1631489840965469","3","0.15833578433354686","520","0.07920451627439362","701","2.368037800963332","2.4082485654137353","0.23177086656034","0.4905263157894737","0.3588516746411483","0.22344034328244855","0.4916746411483254","0.3538755980861244","0.1028774208247893","0.1959808612440188","0.12287081339712966","0.10257833978886612","0.1977033492822966","0.11866028708134016"
"restful-sweep-19","0bwbw62w","0.0006121083521916758","0.13210824739830662","4","0.2541272453697959","532","0.09747897535163594","387","2.3866764212526927","2.4098639596592295","0.2264479380268856","0.4884210526315789","0.3571291866028708","0.22691759702286007","0.4897607655502392","0.35789473684210527","0.09434297865876828","0.18315789473684185","0.10909090909090964","0.09223779144831784","0.1917703349282295","0.1092822966507182"
"lively-sweep-45","iqn5hslm","0.0005966011488099747","0.19460181900688128","3","0.17514419409387538","680","0.0864721713280285","296","2.3416792227000727","2.4107089656772036","0.2285530492898914","0.4876555023923445","0.35368421052631577","0.2171578947368423","0.4926315789473684","0.35406698564593303","0.0930367585630745","0.1829665071770332","0.10813397129186655","0.08779760006075808","0.17837320574162693","0.10813397129186648"
"neat-sweep-99","wmxlakz2","0.0007350466562747302","0.3040285559078229","5","0.23589308753200813","796","0.07975263526805476","1025","2.3966422542566206","2.411541924332127","0.2274911521227313","0.4891866028708134","0.34985645933014353","0.22082805498594968","0.4832535885167464","0.3477511961722488","0.0924753550543024","0.18928229665071775","0.11272727272727324","0.09757074504442938","0.1898564593301436","0.11425837320574211"
"sunny-sweep-94","u0zr1re0","0.0008162067176226143","0.16203934258004718","3","0.16086117699271504","1007","0.07854281112407321","1115","2.34556640975359","2.411573706251202","0.23506827675248712","0.4909090909090909","0.36440191387559806","0.22440730614414817","0.5029665071770335","0.35196172248803825","0.09782721956406185","0.19157894736842107","0.11578947368421104","0.09715417331206816","0.19215311004784685","0.11425837320574214"
"genial-sweep-50","0iwbis9t","0.0006978559866321884","0.1955815591753415","3","0.19910345882405267","788","0.09491120172197276","556","2.340043708318617","2.412777214339285","0.23314604693552043","0.4912918660287081","0.3552153110047847","0.22646677299308865","0.4895693779904306","0.34985645933014353","0.09869028632186544","0.1860287081339711","0.11674641148325415","0.09734533302954355","0.18947368421052632","0.11406698564593344"
"rural-sweep-21","r4w7aa9s","0.0008922900271515581","0.2628446514957715","2","0.2504040241579334","731","0.09639962906154198","313","2.409429102045734","2.413358363238248","0.21821766537556056","0.4767464114832536","0.34200956937799043","0.21942993848257025","0.4780861244019139","0.3414354066985646","0.08773714589504068","0.17645933014354054","0.10373205741626844","0.08805399863294604","0.17339712918660302","0.10411483253588558"
"visionary-sweep-72","v56bhrtu","0.000557706812230939","0.19229872678752824","4","0.33376745204510205","628","0.07392370872857748","343","2.452350947915054","2.4181853568915166","0.2246100858206125","0.49607655502392345","0.3527272727272727","0.2162633857370702","0.4755980861244019","0.3429665071770335","0.09159557985873788","0.18028708133971272","0.11253588516746464","0.08731252373357642","0.18047846889952157","0.10602870813397176"
"restful-sweep-57","he5f7xt9","0.0008959500210848301","0.1874047259223708","5","0.3594180048431066","633","0.09387202596423738","681","2.4489632428782744","2.4211320118470625","0.22520991873623483","0.47904306220095694","0.34545454545454546","0.21956185919343849","0.4842105263157895","0.3492822966507177","0.09210070631123272","0.1883253588516745","0.11004784688995271","0.09559535201640464","0.19043062200956948","0.11368421052631623"
"pretty-sweep-6","3gv09v8r","0.0006721024699529062","0.4019538004863512","5","0.4562107761694826","1688","0.09330621850889236","1951","2.5116767367211783","2.4218188524246216","0.21074352548036787","0.4618181818181818","0.3217224880382775","0.20593119161540224","0.4597129186602871","0.3253588516746411","0.08234457355509994","0.16191387559808626","0.09760765550239275","0.08147087415508471","0.16497607655502391","0.09779904306220136"
"bright-sweep-70","6avz37ql","0.0004358314218170296","0.10188045729640566","6","0.2625950782657867","1947","0.0598049303466636","495","2.443025495947861","2.4225623860503687","0.2158774967722339","0.4897607655502392","0.33952153110047845","0.217860332649806","0.4830622009569378","0.34258373205741627","0.08846077314498381","0.18086124401913864","0.1083253588516751","0.09032627022100724","0.18162679425837297","0.1069856459330148"
"balmy-sweep-76","9xb68lm1","0.0007819467407577844","0.13201590172066582","2","0.21016553757844536","413","0.09213539752283106","484","2.3814727751220146","2.425398916909189","0.22775939849624083","0.489377990430622","0.36229665071770334","0.2235854029011928","0.4836363636363637","0.35406698564593303","0.09494843168527388","0.18564593301435403","0.1152153110047852","0.09491250854408752","0.1875598086124401","0.11330143540669904"
"happy-sweep-95","y2icd38h","0.0008042191395790251","0.10594781175917284","3","0.3641180528414144","402","0.07629621386285791","279","2.4289203338870187","2.4276305364839956","0.22534472544998885","0.49282296650717705","0.3488995215311005","0.2161410344041928","0.4851674641148325","0.3418181818181818","0.09081757423862692","0.17875598086124372","0.10947368421052682","0.08796187438292698","0.17779904306220104","0.10832535885167507"
"desert-sweep-13","590innol","0.000455234062654985","0.1918659433265859","5","0.3715269175484677","367","0.08933567385263876","356","2.4271328812692223","2.428338636051525","0.22184491531859996","0.4763636363636364","0.34832535885167465","0.20963271815903395","0.4755980861244019","0.3360765550239234","0.08757613731297942","0.17435406698564576","0.1023923444976081","0.0908125617072986","0.17779904306220107","0.10755980861244067"
"bright-sweep-56","eac6wt60","0.000985552291991637","0.226354091949263","3","0.26738646993029824","653","0.07349641180371765","709","2.458632307081688","2.4286351637406782","0.22046981089086395","0.4731100478468899","0.3473684210526316","0.21523437381332144","0.48822966507177035","0.348133971291866","0.09204617604617608","0.17990430622009562","0.10889952153110095","0.08568664084453562","0.17282296650717707","0.10181818181818222"
"likely-sweep-47","st6dfpw5","0.0006234323350198188","0.21475218582091993","5","0.24295168597067543","1032","0.0915462734847699","292","2.408240095144365","2.429032145124493","0.2288768891926792","0.4884210526315789","0.3555980861244019","0.21721766537556048","0.4889952153110048","0.3494736842105263","0.09552061973114612","0.18947368421052632","0.11464114832535942","0.0901978430925801","0.17626794258373196","0.10602870813397172"
"magic-sweep-36","vzwde8gt","0.0004671650294846588","0.4389759394109227","2","0.33011416088538503","1530","0.08829696193872652","1600","2.540715988998006","2.4310332717317524","0.20335763651553176","0.4566507177033493","0.3253588516746411","0.20320065314802205","0.4581818181818182","0.3303349282296651","0.08241877420824796","0.15942583732057425","0.09875598086124436","0.08051218956482126","0.16574162679425844","0.09875598086124444"
"stoic-sweep-85","elp1gru4","0.0008016519187027037","0.1762497273781136","4","0.32350641540025615","418","0.09242609103377036","759","2.39776433168388","2.433270479693557","0.2199672666514773","0.4784688995215311","0.34660287081339713","0.22043244474823437","0.4830622009569378","0.34373205741626794","0.08994357104883433","0.1814354066985643","0.11023923444976123","0.09107852965747704","0.17703349282296665","0.10602870813397174"
"snowy-sweep-18","cnsah11l","0.0003982915410195618","0.1528289001416246","4","0.2017207269824049","679","0.09817332483674714","498","2.459242580322231","2.4346491676388364","0.22677572719678005","0.4888038277511962","0.35578947368421054","0.21543548264600892","0.47444976076555023","0.3435406698564593","0.09468421052631588","0.1827751196172248","0.11043062200956978","0.09127196779828364","0.18143540669856437","0.11062200956937844"
"lemon-sweep-46","z17ozeer","0.0004348769987021879","0.11663190415166708","5","0.2809081179950885","453","0.09303087422354887","268","2.4061606130221995","2.437016736377369","0.22020315941368585","0.4727272727272727","0.3464114832535885","0.217318675476571","0.48822966507177035","0.3542583732057416","0.09192876129718244","0.17837320574162674","0.10928229665071816","0.08979843548264609","0.1808612440191388","0.10889952153110104"
"astral-sweep-80","1yp8vkl3","0.0008909994604617973","0.2140458474597125","3","0.10929572501187544","550","0.08024661764510288","1255","2.3870002939933683","2.439033204858953","0.2347489177489175","0.4920574162679426","0.3573205741626794","0.2208691425533529","0.4809569377990431","0.35311004784688993","0.10379144831776416","0.1967464114832535","0.1201913875598092","0.09521751348067144","0.1866028708133971","0.11100478468899568"
"solar-sweep-10","l9gh0zxh","0.00029301251973022706","0.28892006669546066","5","0.34135871616560665","466","0.09704027553544196","425","2.5208158522117428","2.445167736573653","0.20220202020202052","0.4620095693779904","0.32688995215311006","0.2010210374420905","0.45933014354066987","0.32344497607655504","0.08195693779904303","0.16555023923444975","0.10181818181818224","0.0828250930356195","0.1682296650717703","0.10373205741626834"
"pretty-sweep-74","u0xbqpie","0.000571627751579649","0.17848360940337457","3","0.45580191618221944","469","0.0938278513267309","328","2.446928852215046","2.4457263079556553","0.22146031746031744","0.47789473684210526","0.3410526315789474","0.20471010860484595","0.4710047846889952","0.3337799043062201","0.08659079516974258","0.17014354066985635","0.10354066985645974","0.07894106478317016","0.1663157894736842","0.09397129186602904"
"peach-sweep-53","djffspnp","0.0004383924943277022","0.20077926290762743","5","0.26493677318210596","620","0.08203715557609258","400","2.4161394961723466","2.4495923880374795","0.22341831852358185","0.47330143540669856","0.34698564593301434","0.2145834282676388","0.4805741626794258","0.3439234449760766","0.08833994076099348","0.17799043062200923","0.10449760765550284","0.09077580314422422","0.1810526315789476","0.11138755980861292"
"daily-sweep-7","5a30s2e1","0.0006318191422520757","0.21356346986064417","3","0.4347235408955945","832","0.08865199938262001","1139","2.443958374058328","2.462446826877016","0.22611422495633063","0.4771291866028708","0.3550239234449761","0.2176107693476116","0.4813397129186603","0.34258373205741627","0.0901226551226552","0.18162679425837297","0.1090909090909096","0.09114984430773922","0.1850717703349282","0.1094736842105268"
"quiet-sweep-69","rtokjz5r","0.0007458210319441873","0.2579770829549004","5","0.30421146941509647","611","0.09299341725833316","472","2.4530954262832316","2.4715301809888897","0.2228018531176428","0.4792344497607656","0.34258373205741627","0.2174919115971747","0.483444976076555","0.3435406698564593","0.09397425381635924","0.17990430622009546","0.1144497607655507","0.09016343890028106","0.17952153110047858","0.10641148325358887"
"fanciful-sweep-12","cjdd2zjq","0.00026687747219371127","0.2238526869554161","6","0.21075937841258288","451","0.09212948749276775","478","2.4350467386950805","2.473827994231022","0.21964578111946576","0.4767464114832536","0.3488995215311005","0.2086166173008282","0.4769377990430622","0.3399043062200957","0.08874679122047545","0.17588516746411453","0.109856459330144","0.0879921774132301","0.1785645933014354","0.10449760765550284"
"usual-sweep-33","2qva8za3","0.000264413084072878","0.35740853384744475","1","0.18461837082163443","1893","0.08295935991301613","847","2.4671180967877553","2.4797447630853364","0.2134970760233919","0.4754066985645933","0.3339712918660287","0.20592587529429687","0.4656459330143541","0.33263157894736844","0.08839690134426981","0.17607655502392305","0.10564593301435447","0.08228442317916008","0.17205741626794263","0.10143540669856502"
"daily-sweep-14","y35u6eah","0.000493017131290393","0.336135747080206","4","0.24597175398010257","447","0.0975977869618892","315","2.4683673349095554","2.4797468040928696","0.21967547657021377","0.47827751196172247","0.3429665071770335","0.2068623072833604","0.4702392344497608","0.3307177033492823","0.08976365155312538","0.17799043062200934","0.10870813397129238","0.08399863294600148","0.1647846889952154","0.10047846889952194"
"happy-sweep-35","pb5vph6e","0.00021770220714402156","0.3290775664902692","6","0.27187615587094865","747","0.0641319913971475","2018","2.5593799087332516","2.480043548526186","0.2073792055897326","0.464688995215311","0.3289952153110048","0.20989952153110056","0.4673684210526316","0.331866028708134","0.08368732437153499","0.169760765550239","0.10296650717703391","0.08531578947368441","0.17167464114832529","0.10468899521531148"
"effortless-sweep-54","wu8ff26m","0.0003103735681179759","0.242289619000142","5","0.18803998106545405","377","0.09626983165579552","328","2.4337617358783397","2.482250148599798","0.21438983823194388","0.4731100478468899","0.3364593301435407","0.21240198982304268","0.47330143540669856","0.329377990430622","0.08455206197311468","0.1686124401913874","0.10354066985645972","0.08913708513708525","0.18028708133971297","0.11177033492823012"
"pious-sweep-88","kj8q4bp4","0.0007907029738549027","0.19915282717509009","5","0.38694799471309904","822","0.08910380370337442","503","2.412389995484818","2.4851146105564004","0.22428586618060328","0.47770334928229663","0.3473684210526316","0.21634935824409543","0.47904306220095694","0.34545454545454546","0.09317110959216247","0.17454545454545442","0.10851674641148376","0.09011695906432764","0.17894736842105255","0.10851674641148366"
"quiet-sweep-65","k97kqt3z","0.0008241635613064724","0.2504232020664712","5","0.27292410372512643","475","0.0766827857665986","321","2.4106008241452823","2.485669829628684","0.2217124629756212","0.4832535885167464","0.347177033492823","0.2179431153641684","0.4755980861244019","0.34794258373205744","0.091555403660667","0.17952153110047836","0.11138755980861288","0.08501868307131477","0.17607655502392353","0.10488038277512006"
"dauntless-sweep-29","v881xd53","0.0008902169893353497","0.266839955651603","2","0.4215251467321981","1457","0.07538579759691934","1058","2.4861110543332448","2.494678248058666","0.21903387256018889","0.4767464114832536","0.3435406698564593","0.21562284499126663","0.4807655502392345","0.34239234449760764","0.09206022632338416","0.17760765550239233","0.11119617224880432","0.08572043745727961","0.1724401913875599","0.10181818181818228"
"sparkling-sweep-73","kox3oope","0.0008713396689772148","0.16523613341476132","6","0.3930450623928444","461","0.07820199978346717","550","2.60008097767103","2.4961083910681983","0.20159246601351916","0.4514832535885168","0.32191387559808615","0.20551773372826052","0.456267942583732","0.3247846889952153","0.0769727348674719","0.16114832535885168","0.09511961722488076","0.07735110503531567","0.16650717703349288","0.0974162679425841"
